4.811595444250690856e-02,-1.270304411785015686e-01,9.796461551592023920e-01,-9.999488835186913782e-01
9.017512430216477470e-02,-1.112918988146896215e-01,9.211230816359434748e-01,-1.000010955055729900e+00
8.269926926911284892e-02,-1.080343375085228985e-01,8.850277955934654495e-01,-1.000050739818873602e+00
8.534037360781536463e-02,-5.850336903190564430e-02,9.234652128979702335e-01,-1.002027246643318659e+00
1.398251482059980622e-01,8.594806385369596624e-02,1.044198353544949498e+00,-1.002009247693911309e+00
1.806356885900262665e-01,2.640643880148866862e-01,1.076673324527453790e+00,-1.000833610067124457e+00
2.166472066501174409e-01,3.130983845566432389e-01,1.077103446861159997e+00,-1.000081087980467132e+00
2.197857032131312893e-01,2.840717027987126331e-01,1.094083924746715564e+00,-1.000101164556461697e+00
2.249773919810555134e-01,2.549989742635760392e-01,1.100487228364911640e+00,-1.000069633739093966e+00
2.188295646187828347e-01,2.405794195734243246e-01,1.107676839089142051e+00,-1.000054053325660774e+00
2.173322192960838173e-01,2.467963795336198252e-01,1.106982854182939402e+00,-1.000041343955856199e+00
2.255500375806499813e-01,2.427446464500763457e-01,1.112454058240386123e+00,-1.000038383433601741e+00
2.320557433861592522e-01,2.359072283640770984e-01,1.096546869508723043e+00,-1.000040970955880404e+00
2.293768979426676069e-01,2.405139963409551052e-01,1.090496531408884584e+00,-1.000042603995810131e+00
2.291722638263361811e-01,2.413208308745291297e-01,1.088488758236306531e+00,-1.000044423276932992e+00
2.279534365921379035e-01,2.428271775533658028e-01,1.086383255798351266e+00,-1.000046412517076266e+00
2.275428093647247074e-01,2.435788972741782521e-01,1.085721429519392656e+00,-1.000047742128892025e+00
2.265209586165383704e-01,2.420523398118664127e-01,1.089068749797691193e+00,-1.000041883030560408e+00
2.226646488673843516e-01,2.404648567012312999e-01,1.089987679643509288e+00,-1.000035854982944450e+00
2.076269941870561853e-01,2.299027890216321923e-01,1.098673933701222794e+00,-1.000026200578876256e+00
1.787428743778330942e-01,2.022093139780536952e-01,1.114079414578949656e+00,-9.999925964467050177e-01
2.144681731536064728e-01,3.070214341762050880e-01,1.033769377968454917e+00,-1.000048385520347027e+00
2.296391771969256146e-01,2.724119677768133130e-01,1.081413002346674146e+00,-1.000056490960192113e+00
2.277944671237672469e-01,2.262669753255544258e-01,1.077624266392922525e+00,-1.000052490498423818e+00
2.083711178216075544e-01,2.585574211802784683e-01,1.056912469822788969e+00,-1.000041848168302883e+00
