3.248888254165649414e-02,-1.318328380584716797e-01,9.863319993019104004e-01,-1.000013947486877441e+00
9.142927825450897217e-02,-1.115134358406066895e-01,9.358991980552673340e-01,-1.000013947486877441e+00
9.919844567775726318e-02,-1.049836948513984680e-01,9.083935022354125977e-01,-1.000013947486877441e+00
8.326421678066253662e-02,-1.010950356721878052e-01,8.734149932861328125e-01,-9.999538660049438477e-01
7.461053133010864258e-02,-1.040685102343559265e-01,8.723080754280090332e-01,1.000013947486877441e+00
9.421134740114212036e-02,-3.451998811215162277e-03,9.804432392120361328e-01,1.000013947486877441e+00
1.501474678516387939e-01,1.255790144205093384e-01,1.052619099617004395e+00,9.994227886199951172e-01
2.027420103549957275e-01,2.600742280483245850e-01,1.045033574104309082e+00,1.000013947486877441e+00
2.321485728025436401e-01,3.471121788024902344e-01,1.026708006858825684e+00,-1.000013947486877441e+00
2.292462289333343506e-01,2.943263947963714600e-01,1.063917517662048340e+00,-9.994438290596008301e-01
2.303231805562973022e-01,2.390588074922561646e-01,1.088689088821411133e+00,-9.987406730651855469e-01
2.389324009418487549e-01,2.237386405467987061e-01,1.127044916152954102e+00,-1.000013947486877441e+00
2.406194955110549927e-01,2.102862745523452759e-01,1.148169398307800293e+00,-1.000013947486877441e+00
2.378084212541580200e-01,2.039999216794967651e-01,1.150011181831359863e+00,-1.000013947486877441e+00
2.354127168655395508e-01,2.091698199510574341e-01,1.139986515045166016e+00,-1.000013947486877441e+00
2.318397015333175659e-01,2.041521519422531128e-01,1.128467202186584473e+00,-1.000013947486877441e+00
2.104374021291732788e-01,2.031629830598831177e-01,1.096192717552185059e+00,-1.000013947486877441e+00
1.782453507184982300e-01,1.922513544559478760e-01,1.096723318099975586e+00,-1.000013947486877441e+00
1.891550719738006592e-01,2.237567156553268433e-01,1.095364570617675781e+00,-1.000013947486877441e+00
1.850557327270507812e-01,2.069610208272933960e-01,1.099204182624816895e+00,-9.993157386779785156e-01
1.952573060989379883e-01,2.179152667522430420e-01,1.100584626197814941e+00,-1.000013947486877441e+00
1.770898699760437012e-01,2.002037316560745239e-01,1.096588015556335449e+00,-1.000013947486877441e+00
1.995757520198822021e-01,2.366236299276351929e-01,1.091829895973205566e+00,-9.999918341636657715e-01
1.815420240163803101e-01,2.111574262380599976e-01,1.093213677406311035e+00,-1.000013947486877441e+00
2.018264830112457275e-01,2.310132384300231934e-01,1.093920111656188965e+00,-1.000013947486877441e+00
